13.05.59,20.06,1,0.31,0.36,0.36
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,281284,4075548,1746452
1003516,634108,369408,1440804
13.06.19,20.07,1,0.29,0.36,0.36
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,282104,4074852,1746328
1003516,634108,369408,1441744
13.06.40,20.07,1,0.27,0.35,0.35
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,283500,4074768,1745016
1003516,634108,369408,1441832
13.07.00,20.07,1,0.34,0.36,0.36
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,283240,4074968,1745076
1003516,634108,369408,1441640
13.07.20,20.08,1,0.24,0.33,0.35
235,1,178,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,260488,4096828,1745968
1003516,634108,369408,1419772
13.07.40,20.08,1,0.27,0.34,0.35
235,1,178,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,259928,4097124,1746232
1003516,634108,369408,1419408
13.08.00,20.08,1,0.27,0.33,0.35
235,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,261092,4096092,1746100
1003516,634108,369408,1420504
13.08.21,20.09,1,0.26,0.32,0.35
235,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,260324,4096856,1746104
1003516,634108,369408,1419848
13.08.41,20.09,1,0.26,0.32,0.35
235,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,260492,4096616,1746176
1003516,634108,369408,1420128
13.09.01,20.09,1,0.18,0.30,0.34
264,7,200,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,230848,4125960,1746476
1003516,634108,369408,1390560
13.09.21,20.10,1,0.21,0.29,0.34
235,2,176,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,259840,4096964,1746480
1003516,634108,369408,1419688
13.09.41,20.10,1,0.22,0.29,0.33
235,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,258168,4096772,1748344
1003516,634108,369408,1419944
13.10.02,20.10,1,0.31,0.31,0.34
261,3,202,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,155612,4200788,1746884
1003516,634108,369408,1316280
13.10.22,20.11,1,0.43,0.33,0.35
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,258488,4098100,1746696
1003516,634108,369408,1418572
13.10.42,20.11,1,0.31,0.31,0.34
235,1,178,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,255852,4100492,1746940
1003516,634108,369408,1416080
13.11.02,20.11,1,0.22,0.29,0.33
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,257788,4098612,1746884
1003516,634108,369408,1418056
13.11.22,20.12,1,0.22,0.29,0.33
235,1,178,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,256228,4100128,1746928
1003516,634108,369408,1416612
13.11.42,20.12,1,0.22,0.28,0.33
234,2,176,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,258932,4097328,1747024
1003516,634108,369408,1419404
13.12.03,20.12,1,0.22,0.28,0.33
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,258612,4097500,1747172
1003516,634108,369408,1419144
13.12.23,20.13,1,0.16,0.26,0.32
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,259980,4096116,1747188
1003516,634108,369408,1420548
13.12.43,20.13,1,0.11,0.24,0.31
233,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,258396,4097128,1747760
1003516,634108,369408,1419164
13.13.03,20.13,1,0.74,0.37,0.35
233,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,257520,4097868,1747896
1003516,634108,369408,1418396
13.13.23,20.14,1,0.53,0.35,0.34
233,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,257512,4097816,1747956
1003516,634108,369408,1418436
13.13.44,20.14,1,0.60,0.38,0.35
233,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,256884,4098372,1748028
1003516,634108,369408,1417928
13.14.04,20.14,1,0.43,0.35,0.34
233,2,176,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,257932,4097332,1748020
1003516,634108,369408,1419084
13.14.24,20.15,1,0.37,0.34,0.34
233,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,258180,4097040,1748064
1003516,634108,369408,1419388
13.14.44,20.15,1,0.34,0.34,0.34
233,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,256196,4097600,1749488
1003516,634108,369408,1418816
13.15.04,20.15,1,0.32,0.33,0.34
245,2,188,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,208224,4146908,1748152
1003516,634108,369408,1369360
13.15.25,20.16,1,0.36,0.34,0.34
235,1,177,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,257468,4097552,1748264
1003516,634108,369408,1418660
13.15.45,20.16,1,0.25,0.32,0.33
235,2,176,0,0,
2.4,1.0,0.0,96.4,0.0,0.0,0.1,0.0
6103284,257964,4096944,1748376
1003516,634108,369408,1419276
